barcount,date,open,high,low,close,volume,higherclose,reversal,trendsequence,adl,adx,adxr,apz_lower,apz_upper,aroonoscillator,atr,bollinger_lower,bollinger_middle,bollinger_upper,bop,camarilla_r1,camarilla_r2,camarilla_r3,camarilla_r4,camarilla_s1,camarilla_s2,camarilla_s3,camarilla_s4,cci,chaikinmoneyflow,chaikinoscillator,chaikinvolatility,choppinessindex,cmo,currentday_open,currentday_low,currentday_high,disparityindex,dm_diplus,dm_diminus,dmi,dmindex,donchian_lower,donchian_mean,donchian_upper,doublestochastics_k,easeofmovement,fibonacci_pp,fibonacci_r1,fibonacci_r2,fibonacci_r3,fibonacci_s1,fibonacci_s2,fibonacci_s3,fisherstransform,fosc,kama,keltner_lower,keltner_mean,keltner_upper,linreg,linregintercept,linregslope,macd,macd_avg,macd_diff,mama_default,mama_kama,mfi,momentum,moneyflowoscillator,orderflowcumulativedelta_deltaopen,orderflowcumulativedelta_deltaclose,orderflowcumulativedelta_deltahigh,orderflowcumulativedelta_deltalow,orderflowvwap_vwap,orderflowvwap_s1_lower,orderflowvwap_s1_higher,orderflowvwap_s2_lower,orderflowvwap_s2_higher,orderflowvwap_s3_lower,orderflowvwap_s3_higher,parabolic_sar,pfe,ppo,priceoscillator,psychologicalline,rsquared,relativevigorindex,rind,roc,rsi,rsi_avg,rss,rvi,stddev,stochrsi,stochastics_d,stochastics_k,stochasticsfast_d,stochasticsfast_k,trix,trix_signal,tsf,tsi,ultimateoscillator,vortex_viplus,vortex_viminus,volma,volume_oscillator,vroc,williamsr,wisemanawesomeoscillator,woodiescci,woodiescci_turbo,woodiespivot_pp,woodiespivot_r1,woodiespivot_r2,woodiespivot_s1,woodiespivot_s2
455,8/4/2023 08:30,15893,15900.5,15893,15900.5,1075,TRUE,FALSE,2,38507,15,20,-0.162,0.026,43,10.3,-0.254,0.079,0.079,0.286,-0.173,-0.056,0.061,0.411,-0.406,-0.523,-0.64,-0.99,81,84,561,0,40,20,-0.33,-0.377,0.425,0.086,40,33,0,55,-0.283,-0.118,0.047,22,-378,-0.302,0.185,0.485,0.972,-0.788,-1.089,-1.575,0.1,0.02,-0.183,-0.126,-0.055,0.016,-0.02,-0.155,1.6,0.7,-2.4,3.2,-0.051,-0.082,86,30,0.83,0,95,118,-37,0.05,-0.147,0.246,-0.344,0.443,-0.54,0.64,-0.142,0.16,-0.015,-2.4,60,0.03,0.23,23,0.19,55,53,85,47,13.3,0.79,66,67,67,86,-0.0016,-0.0024,0.011,12,50,0.9,0.5,404,-597,1286,-14,5.3,81,133,-0.319,0.307,0.954,-0.967,-1.593
456,8/4/2023 08:30,15893,15893,15885.5,15885.5,544,FALSE,TRUE,1,37963,14,19,-0.067,0.121,43,10.7,-0.107,0.147,0.147,0.286,-0.078,0.039,0.155,0.506,-0.312,-0.429,-0.546,-0.896,0,74,479,0,46,20,-0.236,-0.283,0.519,-0.008,36,34,0,49,-0.142,0,0.142,12,-328,-0.208,0.279,0.58,1.067,-0.695,-0.996,-1.482,0,-0.04,-0.088,-0.033,0.038,0.109,0.045,-0.004,0.6,0.5,-1.9,2.3,0.042,0.013,71,30,0.72,0,-142,8,-142,0.143,-0.053,0.34,-0.25,0.537,-0.446,0.733,-0.025,0.17,-0.012,-1.9,50,0.04,0.17,37,0.19,49,51,84,45,10.1,0.29,63,69,69,50,-0.0009,-0.0017,0.056,5,50,0.9,0.5,422,-497,1391,-50,8.2,0,0,-0.225,0.401,1.05,-0.873,-1.5
457,8/4/2023 08:31,15885.5,15885.5,15878,15878,397,FALSE,FALSE,2,37566,14,18,-0.032,0.157,36,10.4,-0.046,0.188,0.188,0.143,-0.031,0.086,0.203,0.553,-0.265,-0.382,-0.499,-0.849,-85,66,276,0,51,5,-0.189,-0.236,0.567,-0.051,34,38,0,47,-0.047,0.071,0.189,6,-294,-0.161,0.327,0.628,1.115,-0.648,-0.949,-1.436,-0.4,-0.06,-0.039,0.003,0.074,0.145,0.058,0.084,-0.3,-0.3,-1.5,1.2,0.086,0.061,60,8,0.25,0,46,79,-24,0.19,-0.007,0.387,-0.203,0.583,-0.4,0.78,0.189,0.16,-0.01,-1.5,40,0.01,0.07,39,0.05,47,49,80,43,9.3,0.01,59,52,52,20,-0.0005,-0.0011,0.052,-3,48,0.8,0.6,419,-465,1569,-80,8,-85,-100,-0.178,0.449,1.097,-0.827,-1.453
458,8/4/2023 08:31,15885.5,15893,15885.5,15893,1083,TRUE,TRUE,1,38649,13,18,-0.125,0.063,29,10.8,-0.127,0.094,0.094,0.143,-0.125,-0.009,0.108,0.459,-0.359,-0.476,-0.593,-0.943,6,38,512,0,61,10,-0.283,-0.33,0.472,0.04,36,34,0,52,-0.094,0,0.094,21,-231,-0.255,0.232,0.533,1.019,-0.742,-1.042,-1.529,-0.4,0.04,-0.131,-0.101,-0.03,0.041,-0.04,0.007,-0.6,0.3,-1.2,1.5,-0.009,-0.033,71,15,0.23,0,49,49,-90,0.094,-0.101,0.29,-0.297,0.486,-0.493,0.681,0.091,0.16,-0.007,-1.2,40,0.04,-0.07,32,0.09,52,51,79,45,8.8,0.44,57,40,40,50,-0.0001,-0.0006,-0.051,3,57,0.8,0.6,508,-290,1495,-50,10.4,6,33,-0.272,0.354,1.002,-0.92,-1.546
459,8/4/2023 08:32,15885.5,15885.5,15878,15878,606,FALSE,TRUE,1,38043,12,17,-0.041,0.148,21,11.1,-0.043,0.191,0.191,0,-0.031,0.086,0.203,0.553,-0.265,-0.382,-0.499,-0.849,-106,9,369,0,63,-5,-0.189,-0.236,0.567,-0.05,32,36,0,47,0,0.094,0.189,11,-206,-0.161,0.327,0.628,1.115,-0.648,-0.949,-1.436,-0.7,-0.03,-0.036,-0.016,0.055,0.126,0.03,0.119,-1.1,-0.5,-1,0.6,0.083,0.062,61,-8,0.22,0,-82,29,-82,0.188,-0.008,0.384,-0.204,0.579,-0.399,0.775,0.181,0.11,-0.007,-1,40,0.09,-0.17,44,-0.05,47,49,74,44,9.3,0.03,52,23,23,0,0,-0.0003,0.009,-4,45,0.7,0.7,521,-247,1582,-100,9.8,-106,-100,-0.178,0.449,1.097,-0.827,-1.453
460,8/4/2023 08:32,15885.5,15893,15885.5,15893,974,TRUE,TRUE,1,39017,12,16,-0.132,0.057,-21,11.3,-0.137,0.097,0.097,0,-0.125,-0.009,0.108,0.459,-0.359,-0.476,-0.593,-0.943,8,35,587,0,65,0,-0.283,-0.33,0.472,0.041,34,32,0,51,-0.094,0,0.094,34,-158,-0.255,0.232,0.533,1.019,-0.742,-1.042,-1.529,-0.5,0.06,-0.129,-0.109,-0.038,0.033,-0.057,0.016,-0.9,0.1,-0.8,0.9,-0.018,-0.029,67,0,0.37,0,62,65,-108,0.092,-0.103,0.287,-0.298,0.482,-0.493,0.677,0.083,0.11,-0.005,-0.8,50,0,-0.17,36,0,52,50,70,46,9.3,0.43,49,33,33,50,0.0003,0,-0.073,2,56,0.6,0.6,581,-161,1274,-50,8.7,8,33,-0.272,0.354,1.002,-0.92,-1.546
461,8/4/2023 08:33,15885.5,15885.5,15878,15878,1093,FALSE,TRUE,1,37924,11,15,-0.046,0.143,-21,11.6,-0.052,0.18,0.18,-0.143,-0.031,0.086,0.203,0.553,-0.265,-0.382,-0.499,-0.849,-91,15,275,0,66,-13,-0.189,-0.236,0.567,-0.05,31,34,0,47,0,0.094,0.189,18,-139,-0.161,0.327,0.628,1.115,-0.648,-0.949,-1.436,-0.7,-0.03,-0.034,-0.014,0.057,0.128,0.028,0.1,-0.9,-0.6,-0.8,0.2,0.074,0.066,56,-22,0.15,0,14,101,0,0.185,-0.01,0.38,-0.205,0.575,-0.4,0.77,0.174,0.06,-0.005,-0.8,50,0.25,-0.1,48,-0.14,47,49,65,44,9.2,0.04,43,17,17,0,0.0003,0.0002,0.012,-3,44,0.5,0.7,649,-81,927,-100,7.6,-91,-67,-0.178,0.449,1.097,-0.827,-1.453
462,8/4/2023 08:33,15878,15878,15870.5,15870.5,427,FALSE,FALSE,2,37497,11,15,-0.017,0.172,-100,11.3,-0.013,0.202,0.202,-0.286,0.016,0.133,0.25,0.601,-0.218,-0.335,-0.452,-0.803,-148,8,-13,0,66,-22,-0.142,-0.189,0.614,-0.089,29,37,0,45,0,0.095,0.189,9,-137,-0.113,0.374,0.675,1.163,-0.601,-0.902,-1.389,-1.1,-0.06,0.012,0.022,0.093,0.164,0.065,0.124,-0.7,-1.7,-0.9,-0.8,0.072,0.103,52,-38,0.09,0,-106,11,-107,0.232,0.037,0.427,-0.159,0.622,-0.354,0.817,0.218,0.01,-0.006,-0.9,40,0.39,-0.07,48,-0.24,45,47,59,42,8.5,0,36,17,17,0,0.0001,0.0001,0.051,-10,38,0.4,0.8,620,-30,895,-100,6.6,-148,-121,-0.131,0.496,1.145,-0.78,-1.407
463,8/4/2023 08:34,15870.5,15870.5,15863,15863,670,FALSE,FALSE,3,36827,12,14,0.004,0.193,-100,11,0.002,0.254,0.254,-0.286,0.063,0.18,0.297,0.649,-0.171,-0.288,-0.405,-0.756,-182,0,-343,0,56,-18,-0.095,-0.142,0.662,-0.126,28,40,0,41,0,0.118,0.236,5,-128,-0.066,0.421,0.723,1.21,-0.554,-0.855,-1.343,-1.5,-0.08,0.059,0.06,0.131,0.202,0.082,0.174,-1.1,-3.2,-1.4,-1.8,0.115,0.149,47,-30,-0.02,0,-104,48,-104,0.278,0.082,0.473,-0.114,0.669,-0.31,0.865,0.257,-0.03,-0.009,-1.4,40,0.4,-0.1,39,-0.19,43,45,50,39,10,0,26,0,0,0,-0.0003,-0.0001,0.061,-17,40,0.5,0.8,626,230,3260,-100,2.5,-182,-135,-0.084,0.544,1.193,-0.733,-1.36
464,8/4/2023 08:35,15863,15863,15855.5,15855.5,2285,FALSE,FALSE,4,34542,13,14,0.018,0.208,-64,10.8,0.007,0.317,0.317,-0.286,0.111,0.228,0.345,0.696,-0.123,-0.24,-0.358,-0.709,-198,-24,-1174,0,49,-18,-0.047,-0.095,0.71,-0.16,27,43,0,37,0,0.142,0.284,2,-109,-0.019,0.469,0.77,1.258,-0.507,-0.808,-1.296,-2,-0.09,0.098,0.087,0.158,0.229,0.086,0.238,-1.8,-4.9,-2.1,-2.8,0.149,0.194,36,-30,-0.24,0,-97,56,-118,0.319,0.12,0.517,-0.079,0.716,-0.277,0.915,0.289,-0.06,-0.013,-2.1,30,0.59,-0.2,32,-0.19,41,43,42,36,12.3,0,19,0,0,0,-0.001,-0.0006,0.052,-23,39,0.5,0.8,848,370,3583,-100,-1.5,-198,-121,-0.036,0.591,1.241,-0.686,-1.313
465,8/4/2023 08:36,15855.5,15855.5,15848,15848,397,FALSE,FALSE,5,34145,14,15,0.028,0.217,-71,10.6,0.007,0.385,0.385,-0.286,0.158,0.275,0.392,0.744,-0.076,-0.193,-0.31,-0.662,-189,-27,-1534,0,43,-18,0,-0.047,0.757,-0.192,25,46,0,36,0,0.166,0.331,1,-115,0.028,0.517,0.818,1.306,-0.46,-0.761,-1.249,-2.4,-0.08,0.128,0.104,0.175,0.246,0.077,0.315,-2.9,-6.8,-3,-3.8,0.187,0.24,35,-30,-0.28,0,-132,0,-132,0.365,0.165,0.564,-0.034,0.764,-0.233,0.963,0.313,-0.09,-0.019,-3,20,0.87,-0.33,26,-0.19,39,41,31,33,15,0,13,0,0,0,-0.002,-0.0013,0.022,-30,30,0.5,0.8,787,405,3514,-100,-8.6,-189,-110,0.011,0.639,1.289,-0.639,-1.267
466,8/4/2023 08:36,15848,15848,15840.5,15840.5,371,FALSE,FALSE,6,33774,15,15,0.035,0.224,-79,10.3,0,0.439,0.439,-0.429,0.206,0.323,0.44,0.791,-0.029,-0.146,-0.263,-0.615,-169,-30,-1659,0,37,-33,0.047,0,0.805,-0.221,24,49,0,35,0,0.189,0.379,1,-122,0.076,0.564,0.866,1.354,-0.413,-0.714,-1.203,-2.8,-0.07,0.158,0.123,0.194,0.265,0.074,0.365,-3.5,-8.8,-4.2,-4.6,0.129,0.248,33,-52,-0.31,0,-98,0,-105,0.411,0.211,0.612,0.01,0.812,-0.19,1.013,0.329,-0.13,-0.026,-4.2,20,0.88,-0.47,21,-0.33,37,39,22,29,17.4,0,10,0,0,0,-0.0031,-0.0022,0.007,-37,28,0.4,1,732,399,892,-100,-15.7,-169,-111,0.058,0.687,1.337,-0.592,-1.22
467,8/4/2023 08:36,15840.5,15840.5,15833,15833,209,FALSE,FALSE,7,33565,17,15,0.039,0.229,-86,10.1,-0.012,0.506,0.506,-0.429,0.253,0.37,0.488,0.839,0.019,-0.099,-0.216,-0.568,-155,-32,-1626,0,30,-30,0.095,0,0.853,-0.248,23,51,0,33,0,0.213,0.426,0,-148,0.123,0.612,0.914,1.402,-0.365,-0.667,-1.156,-3.3,-0.06,0.184,0.142,0.213,0.284,0.055,0.439,-4.7,-10.9,-5.5,-5.3,0.169,0.293,33,-45,-0.33,0,-113,1,-113,0.458,0.257,0.659,0.055,0.861,-0.146,1.062,0.337,-0.17,-0.035,-5.5,20,0.99,-0.57,17,-0.28,35,37,15,25,20.5,0,5,0,0,0,-0.0045,-0.0034,-0.033,-43,16,0.4,1,662,320,216,-100,-22.7,-155,-111,0.106,0.734,1.385,-0.545,-1.173
468,8/4/2023 08:36,15833,15833,15825.5,15825.5,1080,FALSE,FALSE,8,32485,19,16,0.042,0.232,-93,9.9,-0.024,0.552,0.552,-0.571,0.301,0.418,0.535,0.887,0.066,-0.051,-0.169,-0.521,-144,-39,-1809,0,24,-47,0.142,0,0.9,-0.272,21,54,-1,31,0,0.237,0.474,0,-131,0.171,0.659,0.961,1.45,-0.318,-0.62,-1.109,-3.7,-0.05,0.178,0.15,0.221,0.292,0.046,0.482,-5.3,-13,-7,-6,0.207,0.337,28,-68,-0.4,0,-202,7,-202,0.501,0.295,0.707,0.089,0.913,-0.117,1.119,0.338,-0.22,-0.044,-7,10,1,-0.63,14,-0.42,33,35,11,22,22.8,0,2,0,0,0,-0.006,-0.0047,-0.055,-49,14,0.3,1.2,718,324,126,-100,-29.8,-144,-111,0.153,0.782,1.433,-0.498,-1.126
469,8/4/2023 08:36,15825.5,15825.5,15818,15818,280,FALSE,FALSE,9,32205,21,17,0.044,0.234,-100,9.8,-0.03,0.579,0.579,-0.714,0.348,0.465,0.583,0.935,0.113,-0.004,-0.121,-0.473,-139,-42,-1808,0,24,-58,0.19,0,0.948,-0.295,20,57,-1,30,0,0.237,0.474,0,-144,0.218,0.707,1.009,1.498,-0.271,-0.573,-1.062,-4.1,-0.04,0.176,0.16,0.231,0.302,0.043,0.505,-5.6,-15.1,-8.6,-6.4,0.243,0.381,20,-82,-0.41,0,-86,2,-86,0.547,0.34,0.755,0.132,0.962,-0.075,1.17,0.331,-0.29,-0.054,-8.6,10,1,-0.7,12,-0.52,31,33,8,19,24.1,0,0,0,0,0,-0.0077,-0.0062,-0.063,-54,12,0.2,1.3,660,309,-26,-100,-36.4,-139,-111,0.201,0.83,1.481,-0.45,-1.079
470,8/4/2023 08:36,15818,15818,15810.5,15810.5,405,FALSE,FALSE,10,31800,23,17,0.045,0.235,-100,9.6,-0.045,0.621,0.621,-0.714,0.396,0.513,0.631,0.983,0.161,0.043,-0.074,-0.426,-134,-43,-1772,0,19,-56,0.237,0,0.996,-0.316,19,59,-1,28,0,0.261,0.522,0,-143,0.266,0.755,1.057,1.546,-0.224,-0.526,-1.015,-4.5,-0.03,0.124,0.158,0.229,0.3,0.03,0.546,-6.3,-17.1,-10.3,-6.8,0.277,0.425,20,-75,-0.43,0,-25,16,-31,0.593,0.383,0.803,0.173,1.013,-0.037,1.223,0.319,-0.34,-0.065,-10.3,0,1,-0.8,10,-0.47,29,31,6,17,26.4,0,0,0,0,0,-0.0094,-0.0078,-0.089,-59,12,0.2,1.3,626,238,-15,-100,-42.6,-134,-111,0.248,0.878,1.529,-0.403,-1.033
471,8/4/2023 08:37,15818,15825.5,15818,15825.5,1057,TRUE,TRUE,1,32857,24,18,-0.073,0.116,-86,10,-0.168,0.507,0.507,-0.571,0.301,0.418,0.535,0.887,0.066,-0.051,-0.169,-0.521,-88,-32,-1260,0,21,-37,0.142,-0.095,0.9,-0.204,22,53,-1,38,-0.095,0.166,0.427,50,-107,0.171,0.659,0.961,1.45,-0.318,-0.62,-1.109,-3.4,0.09,0.023,0.027,0.098,0.169,-0.095,0.433,-6.4,-17.4,-11.7,-5.6,0.17,0.325,28,-52,-0.32,0,179,180,-13,0.493,0.279,0.707,0.064,0.922,-0.15,1.136,0.16,-0.35,-0.074,-11.7,10,0.82,-0.87,8,-0.33,37,34,4,26,26.7,0.33,1,6,6,18,-0.0109,-0.0093,-0.217,-44,29,0.3,1.2,683,237,-16,-82,-45.8,-88,-33,0.153,0.782,1.433,-0.498,-1.126
472,8/4/2023 08:37,15825.5,15833,15825.5,15833,369,TRUE,FALSE,2,33226,25,18,-0.125,0.064,-86,9.8,-0.215,0.405,0.405,-0.571,0.253,0.37,0.488,0.839,0.019,-0.099,-0.216,-0.568,-58,-28,-819,0,19,-44,0.095,-0.142,0.853,-0.145,27,50,-1,41,-0.142,0.118,0.379,75,-60,0.123,0.612,0.914,1.402,-0.365,-0.667,-1.156,-2.4,0.14,-0.021,-0.047,0.024,0.095,-0.137,0.326,-5.6,-16.7,-12.7,-4,0.049,0.22,23,-60,-0.29,0,99,99,-1,0.444,0.228,0.659,0.013,0.875,-0.203,1.091,0.062,-0.37,-0.08,-12.7,20,0.38,-0.83,6,-0.38,40,37,5,32,24.5,0.48,3,15,15,27,-0.012,-0.0107,-0.244,-31,35,0.3,1.2,641,175,-13,-73,-45.9,-58,58,0.106,0.734,1.385,-0.545,-1.173
473,8/4/2023 08:38,15833,15840.5,15833,15840.5,1713,TRUE,FALSE,3,34939,24,18,-0.162,0.028,-71,9.6,-0.262,0.323,0.323,-0.429,0.206,0.323,0.44,0.791,-0.029,-0.146,-0.263,-0.615,-28,-15,-19,0,16,-29,0.047,-0.189,0.805,-0.09,31,47,0,44,-0.189,0.071,0.331,88,-43,0.076,0.564,0.866,1.354,-0.413,-0.714,-1.203,-1.5,0.17,-0.065,-0.112,-0.041,0.03,-0.169,0.23,-4.9,-15.5,-13.3,-2.2,0,0.168,36,-38,-0.14,0,105,105,-44,0.39,0.171,0.61,-0.049,0.829,-0.268,1.049,-0.189,-0.36,-0.084,-13.3,30,0,-0.7,5,-0.24,44,40,10,37,23.1,0.63,7,27,27,36,-0.0126,-0.0117,-0.261,-18,45,0.5,1.2,784,164,11,-64,-43.5,-28,125,0.058,0.687,1.337,-0.592,-1.22
474,8/4/2023 08:39,15840.5,15848,15840.5,15848,750,TRUE,FALSE,4,35689,24,18,-0.187,0.003,-71,9.5,-0.278,0.203,0.203,-0.429,0.158,0.275,0.392,0.744,-0.076,-0.193,-0.31,-0.662,10,-9,549,0,18,-38,0,-0.237,0.757,-0.039,35,44,0,49,-0.237,0,0.237,94,-22,0.028,0.517,0.818,1.306,-0.46,-0.761,-1.249,-0.6,0.17,-0.111,-0.167,-0.096,-0.025,-0.169,0.095,-3.2,-13.7,-13.4,-0.3,-0.046,0.116,35,-45,-0.11,0,126,126,-15,0.341,0.12,0.561,-0.1,0.782,-0.321,1.002,-0.233,-0.36,-0.084,-13.4,40,0.34,-0.5,4,-0.28,47,44,18,41,19.1,0.97,12,38,38,50,-0.0128,-0.0122,-0.23,-5,51,0.5,1.2,780,166,2,-50,-38.6,10,119,0.011,0.639,1.289,-0.639,-1.267
475,8/4/2023 08:40,15840.5,15840.5,15833,15833,1236,FALSE,TRUE,1,34453,23,18,-0.085,0.105,-64,9.9,-0.169,0.243,0.243,-0.429,0.253,0.37,0.488,0.839,0.019,-0.099,-0.216,-0.568,-22,-18,338,0,22,-38,0.095,-0.142,0.853,-0.124,31,45,0,42,-0.142,0.071,0.284,96,-26,0.123,0.612,0.914,1.402,-0.365,-0.667,-1.156,-0.2,0.06,-0.016,-0.082,-0.011,0.06,-0.057,0.131,-2.3,-13.3,-13.4,0,0.048,0.207,35,-45,-0.25,0,-174,59,-174,0.431,0.208,0.655,-0.016,0.879,-0.239,1.102,-0.129,-0.37,-0.084,-13.4,40,0.53,-0.33,22,-0.28,42,43,27,39,16.3,0.71,18,40,40,33,-0.0129,-0.0126,-0.1,-10,46,0.5,1.2,840,168,78,-67,-33.2,-22,35,0.106,0.734,1.385,-0.545,-1.173
476,8/4/2023 08:40,15840.5,15848,15840.5,15848,319,TRUE,TRUE,1,34772,22,19,-0.163,0.026,-57,10.3,-0.245,0.11,0.11,-0.286,0.158,0.275,0.392,0.744,-0.076,-0.193,-0.31,-0.662,44,-23,323,0,29,-18,0,-0.237,0.757,-0.027,33,40,0,47,-0.237,-0.047,0.142,98,11,0.028,0.517,0.818,1.306,-0.46,-0.761,-1.249,0.4,0.11,-0.109,-0.175,-0.104,-0.033,-0.108,-0.027,-1,-11.7,-13,1.3,-0.046,0.108,38,-22,-0.2,0,96,97,-26,0.335,0.112,0.559,-0.112,0.783,-0.336,1.007,-0.215,-0.34,-0.082,-13,50,0.73,-0.2,18,-0.14,48,45,39,42,14.1,1,25,49,49,62,-0.0126,-0.0126,-0.127,-1,57,0.6,1.1,771,-7,35,-38,-28.3,44,92,0.011,0.639,1.289,-0.639,-1.267
477,8/4/2023 08:40,15848,15855.5,15848,15855.5,449,TRUE,FALSE,2,35221,21,19,-0.186,0.003,-50,10.1,-0.285,0.049,0.049,-0.143,0.111,0.228,0.345,0.696,-0.123,-0.24,-0.358,-0.709,101,-17,430,0,34,-6,-0.047,-0.284,0.71,0.019,36,38,0,50,-0.284,-0.118,0.047,99,32,-0.019,0.469,0.77,1.258,-0.507,-0.808,-1.296,0.9,0.1,-0.15,-0.211,-0.14,-0.069,-0.103,-0.134,0.4,-9.7,-12.4,2.7,-0.058,0.031,43,-8,-0.15,0,70,73,0,0.287,0.063,0.511,-0.161,0.735,-0.385,0.959,-0.253,-0.3,-0.078,-12.4,60,0.77,-0.07,15,-0.05,51,48,51,46,13.2,1,34,61,61,86,-0.012,-0.0123,-0.096,8,65,0.7,0.9,728,-16,19,-14,-23.3,101,117,-0.036,0.591,1.241,-0.686,-1.313
478,8/4/2023 08:40,15855.5,15863,15855.5,15863,247,TRUE,FALSE,3,35468,20,19,-0.202,-0.013,-43,9.9,-0.34,0.016,0.016,0,0.063,0.18,0.297,0.649,-0.171,-0.288,-0.405,-0.756,144,-13,513,0,34,6,-0.095,-0.331,0.662,0.061,40,36,0,55,-0.331,-0.165,0,100,67,-0.066,0.421,0.723,1.21,-0.554,-0.855,-1.343,1.4,0.09,-0.18,-0.238,-0.167,-0.096,-0.091,-0.234,1.7,-7.4,-11.4,3.9,-0.102,-0.019,55,8,-0.21,0,119,119,0,0.239,0.015,0.463,-0.209,0.687,-0.433,0.911,-0.285,-0.22,-0.072,-11.4,70,0.78,0.1,12,0.05,53,51,62,50,14.1,1,45,83,83,100,-0.0111,-0.0117,-0.057,16,66,0.8,0.8,664,-32,-57,0,-18.4,144,136,-0.084,0.544,1.193,-0.733,-1.36
479,8/4/2023 08:41,15863,15870.5,15863,15870.5,1417,TRUE,FALSE,4,36885,19,20,-0.213,-0.024,64,9.7,-0.405,0.007,0.007,0.143,0.016,0.133,0.25,0.601,-0.218,-0.335,-0.452,-0.803,163,-11,951,0,29,18,-0.142,-0.378,0.614,0.1,43,34,0,61,-0.378,-0.189,0,100,62,-0.113,0.374,0.675,1.163,-0.601,-0.902,-1.389,1.9,0.07,-0.192,-0.255,-0.184,-0.113,-0.074,-0.324,3,-5,-10.1,5.1,-0.142,-0.068,64,22,-0.07,0,64,89,-37,0.189,-0.035,0.413,-0.258,0.637,-0.482,0.86,-0.309,-0.14,-0.064,-10.1,80,0.79,0.3,10,0.14,56,53,70,54,16.3,1,56,95,95,100,-0.0098,-0.0108,-0.017,25,68,0.9,0.7,764,17,55,0,-13.5,163,121,-0.131,0.496,1.145,-0.78,-1.407
480,8/4/2023 08:41,15870.5,15878,15870.5,15878,464,TRUE,FALSE,5,37349,19,21,-0.221,-0.032,71,9.5,-0.471,0.012,0.012,0.286,-0.031,0.086,0.203,0.553,-0.265,-0.382,-0.499,-0.849,157,-4,1192,0,24,29,-0.189,-0.425,0.567,0.136,46,32,0,61,-0.425,-0.213,0,100,73,-0.161,0.327,0.628,1.115,-0.648,-0.949,-1.436,2.4,0.06,-0.184,-0.263,-0.192,-0.121,-0.057,-0.402,4.2,-2.4,-8.6,6.2,-0.181,-0.117,68,38,-0.11,0,84,84,0,0.141,-0.082,0.365,-0.306,0.588,-0.529,0.811,-0.326,-0.06,-0.054,-8.6,90,0.82,0.5,8,0.24,58,56,78,58,19.2,1,66,100,100,100,-0.0083,-0.0095,0.023,32,70,1.1,0.6,724,-41,122,0,-5.5,157,110,-0.178,0.449,1.097,-0.827,-1.453
481,8/4/2023 08:41,15878,15885.5,15878,15885.5,1462,TRUE,FALSE,6,38811,19,22,-0.226,-0.037,79,9.4,-0.531,0.025,0.025,0.429,-0.078,0.039,0.155,0.506,-0.312,-0.429,-0.546,-0.896,149,-1,1647,0,20,41,-0.236,-0.472,0.519,0.169,49,30,0,63,-0.472,-0.236,0,100,67,-0.208,0.279,0.58,1.067,-0.695,-0.996,-1.482,2.8,0.04,-0.181,-0.272,-0.201,-0.131,-0.04,-0.465,5.2,0.3,-6.8,7.1,-0.126,-0.154,73,52,0.06,0,41,72,-66,0.093,-0.13,0.315,-0.352,0.537,-0.574,0.76,-0.334,0.03,-0.043,-6.8,90,0.88,0.67,7,0.33,61,58,84,62,22.1,1,75,100,100,100,-0.0065,-0.008,0.058,40,72,1.2,0.5,823,43,146,0,2.4,149,111,-0.225,0.401,1.05,-0.873,-1.5
482,8/4/2023 08:42,15885.5,15893,15885.5,15893,1437,TRUE,FALSE,7,40248,20,22,-0.229,-0.041,86,9.3,-0.577,0.038,0.038,0.571,-0.125,-0.009,0.108,0.459,-0.359,-0.476,-0.593,-0.943,141,14,2141,0,16,53,-0.283,-0.519,0.472,0.199,52,29,1,64,-0.519,-0.26,0,100,62,-0.255,0.232,0.533,1.019,-0.742,-1.042,-1.529,3.2,0.03,-0.179,-0.282,-0.211,-0.14,-0.028,-0.511,5.9,2.9,-4.8,7.8,-0.098,-0.176,83,68,0.17,0,13,45,-83,0.045,-0.176,0.266,-0.397,0.487,-0.618,0.708,-0.334,0.12,-0.031,-4.8,90,0.99,0.77,5,0.43,63,61,88,66,24.5,1,84,100,100,100,-0.0045,-0.0063,0.083,46,86,1.3,0.4,905,95,190,0,10.4,141,111,-0.272,0.354,1.002,-0.92,-1.546
483,8/4/2023 08:43,15885.5,15885.5,15878,15878,906,FALSE,TRUE,1,39342,20,22,-0.113,0.076,86,9.7,-0.447,0.15,0.15,0.571,-0.031,0.086,0.203,0.553,-0.265,-0.382,-0.499,-0.849,92,11,1860,0,19,44,-0.189,-0.425,0.567,0.097,47,31,1,54,-0.425,-0.165,0.094,84,39,-0.161,0.327,0.628,1.115,-0.648,-0.949,-1.436,2.7,-0.08,-0.077,-0.161,-0.09,-0.019,0.082,-0.379,5.6,3.8,-3.1,6.9,-0.001,-0.077,79,60,0.15,0,-124,32,-124,0.138,-0.082,0.359,-0.303,0.58,-0.524,0.8,-0.186,0.18,-0.02,-3.1,80,0.82,0.77,23,0.38,56,58,91,60,23.7,0.79,90,94,94,82,-0.0028,-0.0045,0.189,33,70,1.2,0.3,905,63,191,-18,15.3,92,33,-0.178,0.449,1.097,-0.827,-1.453
